Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Kode_Bahasa,Format_Buku,Ebook,Penerbit
7231,1594710872,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,"[Henri J.M. Nouwen, Michael    Ford]",2006,117,4.2,219,11,eng,Paperback,FALSE,Ave Maria Press
7233,6280862,Reaching Out,"[Henri J.M. Nouwen, Gerard W. Hughes]",1998,63,4.27,167,4,,Paperback,FALSE,Zondervan
7234,60663766,Bread for the Journey: A Daybook of Wisdom and Faith,[Henri J.M. Nouwen],1996,727,4.35,406,38,,Hardcover,FALSE,HarperOne
7235,385513151,Returning: Reflections on The Return of the Prodigal Son,[Henri J.M. Nouwen],2008,12,4.37,160,1,,Hardcover,FALSE,Doubleday
7236,1879639696,Reclaiming Our Prodigal Sons and Daughters,[Larry K. Brendtro],2004,17,3.71,228,0,,Paperback,FALSE,National Educational Service
7238,7203136,"Prodigal Son (Dean Koontz's Frankenstein, #1)","[Dean Koontz, Kevin J. Anderson]",2009,251,4.02,469,34,eng,Mass Market Paperback,FALSE,HarperCollins Publishers Ltd
7239,788019961,"Rebellion, Remorse, and Return: The Prodigal Son's Painful Journey Home",[John A. Stroman],2004,0,0,127,0,,Paperback,FALSE,CSS Publishing Company
7240,727891626,"The Prodigal Son (Roger the Chapman, #15)",[Kate Sedley],2007,100,4.05,252,10,en-GB,Paperback,FALSE,Severn House Publishers
7241,471250694,Prodigal Sons and Material Girls: How Not to Be Your Child's ATM,"[Nathan Dungan, David Walsh]",2003,21,3.57,272,6,,Hardcover,FALSE,Wiley
7243,822956667,Prodigal Son,"[Edward Villella, Larry Kaplan]",1998,59,3.94,352,9,,Paperback,FALSE,University of Pittsburgh Press
7244,60786507,The Poisonwood Bible,[Barbara Kingsolver],2005,597262,4.05,546,19393,eng,Hardcover,FALSE,Harper Perennial Modern Classics
7246,057120175X,The Poisonwood Bible,[Barbara Kingsolver],2000,1342,4.05,616,185,eng,Paperback,FALSE,Faber and Faber
7247,826452345,Barbara Kingsolver's The Poisonwood Bible: A Reader's Guide,[Linda Wagner-Martin],2001,189,4.31,96,13,,Paperback,FALSE,Bloomsbury Academic
7248,1417687703,The Poisonwood Bible,[Barbara Kingsolver],2005,16,4.05,546,4,,Hardcover,FALSE,Turtleback Books
7250,606342397,The Poisonwood Bible,[Barbara Kingsolver],2005,48,4.05,546,4,,Hardcover,FALSE,Turtleback Books
7252,60539097,How to Make Love Like a Porn Star: A Cautionary Tale,"[Jenna Jameson, Neil Strauss]",2004,10289,3.75,592,798,eng,Hardcover,FALSE,It Books
7255,8427031904,Cómo hacer el amor igual que una estrella porno,"[Jenna Jameson, Neil Strauss]",2008,3,3.75,520,1,,Paperback,FALSE,Planeta Publishing
7260,312319738,"Dominion: The Power of Man, the Suffering of Animals, and the Call to Mercy",[Matthew Scully],2003,1140,4.16,448,131,eng,Paperback,FALSE,St. Martin's Griffin
7261,805440267,Everlasting Dominion: A Theology of the Old Testament,[Eugene H. Merrill],2006,30,4.31,672,5,,Hardcover,FALSE,B Academic
7262,143036513,"The Dominion of War: Empire and Liberty in North America, 1500-2000","[Fred Anderson, Andrew R.L. Cayton]",2005,94,4.09,520,16,,Paperback,FALSE,Penguin Books
7263,345478258,"No Dominion (Joe Pitt, #2)",[Charlie Huston],2006,4633,3.99,251,200,eng,Paperback,FALSE,Del Rey
7264,1590525930,Dominion (Ollie Chandler #2),[Randy Alcorn],2006,4109,4.22,603,101,eng,Paperback,FALSE,Multnomah Books
7265,1879737558,Manly Dominion: In a Passive-Purple-Four-Ball World,[Mark Chanski],2007,65,3.88,247,15,,Paperback,FALSE,Calvary Press
7266,1585361615,O Is for Old Dominion: A Virginia Alphabet,"[Pamela Duncan Edwards, Troy Howell]",2005,19,3.75,40,4,eng,Hardcover,FALSE,Sleeping Bear Press
7267,085111783X,Dominion and Dynasty: A Biblical Theology of the Hebrew Bible,[Stephen G. Dempster],2004,3,4.38,267,1,,Unknown Binding,FALSE,Apollos
7268,1569714886,Dominion,[Masamune Shirow],2000,291,3.74,225,8,eng,Paperback,FALSE,Dark Horse Manga
7269,087893720X,Essentials of Conservation Biology,[Richard B. Primack],2007,36,3.89,585,1,eng,Hardcover,FALSE,Sinauer Associates
7270,878935185,Principles of Conservation Biology,"[Martha J. Groom, Gary K. Meffe, C. Ronald Carroll]",2004,46,3.95,779,3,,Hardcover,FALSE,Sinauer Associates
7271,1559636629,Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,"[Elliott A. Norse, Larry B. Crowder, Michael E. Soulé]",2005,14,4.67,496,2,eng,Paperback,FALSE,Island Press
7272,878935460,Quantitative Conservation Biology: Theory and Practice of Population Viability Analysis,"[William F. Morris, Daniel F. Doak]",2002,6,4.17,480,0,,Paperback,FALSE,Sinauer Associates Is an Imprint of Oxford University Press
7273,878937285,A Primer of Conservation Biology,[Richard B. Primack],2004,16,3.97,320,0,,Paperback,FALSE,Sinauer Associates
7274,878938001,Conservation Biology: An Evolutionary-Ecological Perspective,"[Michael E. Soulé, Bruce A. Wilcox]",1980,2,3,395,1,,Paperback,FALSE,Sinauer Associates
7275,521644828,Conservation Biology,"[Andrew S. Pullin, Pullin, Andrew S. Pullin, Andrew S.]",2002,17,3.94,358,2,,Paperback,FALSE,Cambridge University Press
7276,140513545X,Fundamentals of Conservation Biology,"[Malcolm L. Hunter Jr., James Gibbs, James P. Gibbs]",2006,23,3.88,497,1,,Hardcover,FALSE,Wiley-Blackwell
7277,1405122498,Key Topics in Conservation Biology,"[David W. Macdonald, Alonzo C. Addison, Sandra Baker, Mark S. Boyce, David Brown, Stephen Cobb, N. Mark Collins, C. Patrick Doncaster, John E. Fa, Joshua Ginsberg, Susanna B. Hecht, Katrina Service, Steve Albon, Les Firbank, Eli Geffen, Lise Albrechtsen, Elizabeth J. Asteraki, Christian Bonacic, Marcel Cardillo, Chris R. Dickman, Stephen A. Ellwood, H. Resit Akcakaya, Ruth E. Feber]",2006,3,3.33,307,0,en-GB,Paperback,FALSE,Wiley-Blackwell
7278,140134514,"A Box of Rain: Lyrics, 1965-1993",[Robert Hunter],1993,189,4.56,384,12,,Paperback,FALSE,Penguin Books
7280,879308931,"Grateful Dead Gear: The Band's Instruments, Sound Systems, and Recording Sessions from 1965 to 1995",[Blair Jackson],2006,33,4.27,287,2,,Paperback,FALSE,Rowman & Littlefield Publishers
7281,306810999,Conversations With The Dead: The Grateful Dead Interview Book,"[David Gans, Blair Jackson]",2002,113,3.95,420,5,,Paperback,FALSE,Da Capo Press
7282,789499630,Grateful Dead: The Illustrated Trip,"[Blair Jackson, Dennis McNally, Stephen Peters, Chuck Wills]",2003,109,4.35,480,6,,Hardcover,FALSE,DK
7283,767911865,A Long Strange Trip: The Inside History of the Grateful Dead,[Dennis McNally],2003,1638,4.16,736,94,,Paperback,FALSE,Three Rivers Press
7284,312333994,Home Before Daylight: My Life on the Road with the Grateful Dead,"[Steve Parish, Joe Layden, Bob Weir]",2004,309,4.09,304,20,,Paperback,FALSE,St. Martin's Griffin
7285,688015204,Grateful Dead,"[Paul Grushkin, Jonas Grushkin, Cynthia Bassett]",1983,92,3.88,192,10,,Paperback,FALSE,HarperCollins Publishers
7286,964991500,The Sawtooth Wolves,"[Jim Dutcher, Eric Baker, Greg Simpson, Richard Ballantine]",1996,36,4.58,191,2,eng,Hardcover,FALSE,Rufus Publications
7288,452287839,Euclid in the Rainforest: Discovering Universal Truth in Logic and Math,[Joseph Mazur],2006,110,3.66,352,14,,Paperback,FALSE,Plume
7289,757001440,The Healing Power of Rainforest Herbs: A Guide to Understanding and Using Herbal Medicinals,[Leslie Taylor],2005,26,4.54,528,2,,Paperback,FALSE,Square One Publishers
7290,226207218,Neotropical Rainforest Mammals: A Field Guide,"[Louise H. Emmons, François Feer]",1997,8,4.07,396,0,,Paperback,FALSE,University of Chicago Press
7291,1878265539,Walk in the Rainforest,[Kristin Joy Pratt-Serafini],1992,45,3.95,32,8,,Paperback,FALSE,Dawn Publications (CA)
7292,964695235,Spirit of the Rainforest,[Mark Andrew Ritchie],2000,352,4.33,288,44,,Paperback,FALSE,Island Lake Press
7294,1883220742,A Teacher's Guide to a Walk in the Rainforest,"[Bruce Malnor, Malnor, Kristin Joy Pratt, Carol Malnor]",2005,7,3.86,48,0,,Paperback,FALSE,Dawn Publications (CA)
7301,448420481,Look inside a Rainforest,"[Alexandra Fisher, Carlo A. Michelini, John G. Robinson, Alexandra Fisher]",1999,1,5,16,0,,Board Book,FALSE,Grosset & Dunlap
7303,043943565X,Into The Rainforest,[Jane Hammerslough],2003,7,3.86,88,0,,Paperback,FALSE,Scholastic Paperbacks
7304,006251637X,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,"[Rosita Arvigo, Nadine Epstein]",2001,65,4.12,221,7,eng,Paperback,FALSE,HarperOne
7305,921820992,Portraits of the Rainforest,"[Adrian Forsyth, Michael Fogden, Patricia Fogden]",1995,5,4.57,156,1,,Paperback,FALSE,Camden House (NY)
7306,793802997,Poison Frogs of the Family Dendrobatidae: Jewels of the Rainforest,[Jerry G. Walls],1994,5,4.8,288,0,,Hardcover,FALSE,TFH Publications
7307,810957345,Chocolate: Riches from the Rainforest,[Robert Burleigh],2002,56,3.77,40,10,,Hardcover,FALSE,Harry N. Abrams
7308,226468968,Stinging Trees and Wait-a-Whiles: Confessions of a Rainforest Biologist,[William Laurance],2000,24,3.79,196,2,,Hardcover,FALSE,University of Chicago Press
7309,517224658,Dream Dictionary: An A to Z Guide to Understanding Your Unconscious Mind,[Tony Crisp],2005,121,3.67,457,8,,Hardcover,FALSE,Gramercy Books
7310,806994754,The Illustrated Dream Dictionary,"[Russell Grant, Vicky Emptage]",1996,150,3.69,144,11,,Paperback,FALSE,Sterling Publishing (NY)
7312,1844033538,A Dictionary of Dream Symbols: With an Introduction to Dream Psychology,[Eric Ackroyd],2005,13,3.61,320,0,,Paperback,FALSE,Cassell Illustrated
7313,188694086X,The Ultimate Dictionary of Dream Language,[Briceida Ryan],2004,13,3.61,757,1,,Paperback,FALSE,Ozark Mountain Publishing Inc
7314,044669603X,I Had the Strangest Dream...: The Dreamer's Dictionary for the 21st Century,[Kelly Sullivan Walden],2006,51,3.94,400,4,,Paperback,FALSE,Grand Central Publishing
7315,743222636,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,[Zolar],2004,71,3.67,480,4,en-US,Paperback,FALSE,Atria Books
7316,1567180906,Gypsy Dream Dictionary,"[Raymond Buckland, Christine Snow]",1999,39,3.77,240,0,,Paperback,FALSE,Llewellyn Publications
7317,1592330398,The Bedside Dream Dictionary: 500 Dream Symbols and Their Meanings,[Candice Janco],2004,8,4.25,176,1,,Paperback,FALSE,Fair Winds Press
7318,425131904,"Dream dictionary 1,000 dream symbols from a-z","[V. Reidel-Geubtner, V. Reidel-Geubtner]",1992,7,3.29,144,1,,Paperback,FALSE,Berkley
7319,62514121,"In Your Dreams: Falling, Flying and Other Dream Themes - A New Kind of Dream Dictionary",[Gayle M. Delaney],1997,26,3.56,304,2,,Paperback,FALSE,HarperOne
7321,785812148,The Complete Dream Dictionary,[Pamela Ball],2000,33,3.72,390,0,eng,Hardcover,FALSE,Booksales
7322,765700417,The Dictionary of Dream Interpretation,[Gerald Schoenewolf],1997,2,3.86,305,1,,Hardcover,FALSE,Jason Aronson
7324,9654940965,The Ultimate Dictionary of Dreams,[Eili Goldberg],2000,4,3.5,400,0,,Paperback,FALSE,Astrolog Publishing House
7325,1566196256,"10,000 Dreams Interpreted: A Dictionary of Dreams","[Gustavus Hindman Miller, Nicola Ferguson]",1995,9,3.31,576,0,,Hardcover,FALSE,Barnes & Noble
7329,026110215X,Unfinished Tales of Númenor and Middle-Earth,"[J.R.R. Tolkien, Christopher Tolkien]",2000,20955,3.95,452,276,,Hardcover,FALSE,HarperCollins Publishers
7330,261103660,The Silmarillion,"[J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith]",1998,242,3.91,368,25,eng,Hardcover,FALSE,HarperCollins
7331,618512659,Letters from Father Christmas,"[J.R.R. Tolkien, Baillie Tolkien]",2004,6243,4.24,111,633,eng,Paperback,FALSE,Mariner Books
