,Id_Buku,Isbn,Judul_Buku,Penulis,Tahun_Publikasi,Total_Ratings,Rataan_Rating,Jumlah_Halaman,Jumlah_Review,Format_Buku,Ebook,Penerbit,Jumlah_Penulis
3561,4822,1599263998,The Mayflower and Her Passengers,['Caleb H. Johnson'],2005,15,3.94,292,1,Paperback,False,Xlibris Corporation,1
3562,4823,439099412,On The Mayflower,"['Kate Waters', 'Russ Kendall']",1999,9,3.77,40,0,Paperback,False,Scholastic Paperbacks,2
3563,4824,874850916,Before the Mayflower: A History of Black America,['Lerone Bennett Jr.'],2003,6,4.43,796,2,Hardcover,False,Johnson Publishing Company (IL),1
3564,4825,792261429,Mayflower 1620: A New Look at a Pilgrim Voyage,"['Plimoth Plantation', ""Catherine O'Neill Grace"", 'Cotton Coulson', 'Sisse Brimberg', 'John Kemp', 'Peter Arenstam']",2003,48,3.88,48,6,Hardcover,False,National Geographic Children's Books,6
3565,4827,053112391X,You Wouldn't Want to Sail on the Mayflower!: A Trip That Took Entirely Too Long,"['Peter   Cook', 'Kevin Whelan']",2005,91,3.84,32,13,Paperback,False,Children's Press(CT),2
3566,4828,188989351X,The Mayflower Pilgrims,['David Beale'],2003,20,3.65,272,2,Hardcover,False,Emerald House Group,1
3567,4829,140072144,Before The Mayflower A History of Black America,['Lerone Bennett Jr.'],1984,25,4.43,70,1,Paperback,False,Penguin Books,1
3568,4830,679783482,Shalimar the Clown,['Salman Rushdie'],2006,11194,3.88,398,727,Paperback,False,Random House Trade,1
3571,4833,1578061857,Conversations with Salman Rushdie,"['Salman Rushdie', 'Michael Reder']",2000,35,4.0,258,1,Paperback,False,University Press of Mississippi,2
3572,4834,670825379,The Satanic Verses,['Salman Rushdie'],1989,1185,3.71,549,166,Hardcover,False,Viking,1
3574,4836,99421860,Fury,['Salman Rushdie'],2002,6598,3.29,272,342,Paperback,False,Vintage,1
3575,4837,312422784,The Jaguar Smile: A Nicaraguan Journey,['Salman Rushdie'],2003,1481,3.55,160,109,Paperback,False,Picador,1
3576,4841,1558583556,"Wake Up, Dormouse, Santa Claus Is Here","['Eleonore Schmid', 'Elizabeth D. Crawford']",1994,2,4.04,32,1,Paperback,False,NorthSouth,2
3577,4845,735619670,Code Complete,['Steve McConnell'],2004,6814,4.29,914,318,Paperback,False,Microsoft Press,1
3578,4846,1556154844,Code Complete,['Steve McConnell'],1993,269,4.29,857,15,Paperback,False,Microsoft Press,1
3579,4850,887405134,Tail Code USAF: The Complete History of USAF Tactical Aircraft Tail Code Markings,['Patrick Martin'],1997,0,0.0,240,0,Hardcover,False,Schiffer Publishing,1
3580,4851,764549588,"Securing the Network from Malicious Code: A Complete Guide to Defending Against Viruses, Worms, and Trojans",['Douglas Schweitzer'],2002,1,4.0,360,0,Paperback,False,John Wiley & Sons,1
3582,4858,518191370,Milestones; A Play In Three Acts,['Arnold Bennett'],1975,0,4.2,126,0,Hardcover,False,Books for Libraries Press,1
3583,4861,518191419,The Old Adam: A Story of Adventure,['Arnold Bennett'],1976,0,3.0,374,0,Hardcover,False,Ayer Co Pub,1
3584,4862,518191044,The Glimpse; An Adventure Of The Soul,['Arnold Bennett'],1977,0,3.0,380,0,Hardcover,False,Ayer Co Pub,1
3585,4864,1578660394,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,['Dale Carnegie'],1998,109,4.17,538,5,Hardcover,False,Galahad Books,1
3587,4866,671035975,How to Stop Worrying and Start Living,['Dale Carnegie'],2004,58504,4.11,358,1447,Paperback,False,Gallery Books,1
3588,4867,743563905,Make Yourself Unforgettable: The Dale Carnegie Class-Act System,['Dale Carnegie'],2006,135,3.8,0,15,Audio CD,False,Simon  Schuster Audio/Nightingale-Conant,1
3589,4868,671746073,How to Develop Self-Confidence And Influence People,['Dale Carnegie'],1991,3740,4.14,240,76,Paperback,False,Pocket Books,1
3590,4869,743539850,"The 5 Essential People Skills: How to Assert Yourself, Listen to Others, and Resolve Conflicts",['Dale Carnegie'],2005,345,3.76,6,31,Audio CD,False,Simon  Schuster Audio/Nightingale-Conant,1
3591,4870,671708260,How To Enjoy Your Life And Your Job,"['Dale Carnegie', 'Dorothy Carnegie']",1990,1790,3.95,224,114,Paperback,False,Pocket Books,2
3592,4871,749305770,The Quick And Easy Way To Effective Speaking,"['Dale Carnegie', 'Dorothy Carnegie']",1990,66,4.08,288,8,Paperback,False,Vermilion,2
3593,4872,743509374,The Dale Carnegie Leadership Mastery Course: How To Challenge Yourself and Others To Greatness,['Dale Carnegie'],2001,130,3.95,6,10,Audio CD,False,Simon  Schuster Audio/Nightingale-Conant,1
3594,4873,671519980,"The Leader In You: How to Win Friends, Influence People and Succeed in a Changing World","['Dale Carnegie', 'Stuart R. Levine', 'Michael A. Crom']",1995,3593,4.09,256,95,Mass Market Paperback,False,Pocket Books,3
3595,4874,199210152,"The Decoration of the Torre de la Parada (Corpus Rubenianum Ludwig Burchard, Part IX) (Corpus Rubenianum Ludwig Burchard)",['Svetlana Alpers'],1971,1,5.0,532,0,Hardcover,False,Phaidon,1
3596,4877,373334036,Última parada: matrimonio,['Emma Darcy'],1997,1,3.33,160,0,Mass Market Paperback,False,Bianca,1
3597,4878,1932077073,Nuestra Proxima Parada,['José Gomez'],2004,0,0.0,136,0,Paperback,False,New Generation Publishing,1
3598,4883,495094986,Great Traditions in Ethics,"['Theodore C. Denise', 'Sheldon P. Peterfreund', 'Nicholas P. White']",2007,45,3.73,384,6,Paperback,False,Wadsworth Publishing,3
3599,4887,465016901,The Drama of the Gifted Child: The Search for the True Self,"['Alice  Miller', 'Ruth Ward']",2008,11668,4.09,144,566,Paperback,False,Basic Books,2
3600,4888,046501691X,The Drama of the Gifted Child: The Search for the True Self,['Alice  Miller'],1983,95,4.09,118,10,Paperback,False,Basic Books,1
3601,4889,1567315682,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,"['Thomas J. Stanley', 'William D. Danko']",2003,154,4.03,258,20,Hardcover,False,MJF Books,2
3602,4890,373169906,The Millionaire Next Door,['Kara Lennox'],2003,11,2.86,256,1,Paperback,False,Harlequin American Romance,1
3603,4891,471251380,A Fool and His Money: The Odyssey of an Average Investor,"['John Rothchild', ""P.J. O'Rourke""]",1998,64,3.83,251,9,Paperback,False,Wiley,2
3604,4892,740758101,When They Were 22: 100 Famous People at the Turning Point in Their Lives,['Brad Dunn'],2006,75,3.13,192,8,Hardcover,False,Andrews McMeel Publishing,1
3605,4894,91883768,Who Moved My Cheese?,"['Spencer Johnson', 'Kenneth H. Blanchard']",2002,293313,3.78,96,7871,Hardcover,False,Vermilion,2
3606,4895,399240160,Who Moved My Cheese? For Kids,"['Spencer Johnson', 'Steve Pileggi']",2003,517,4.0,61,42,Hardcover,False,G.P. Putnam's Sons Books for Young Readers,2
3607,4898,1591396190,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,"['W. Chan Kim', 'Renée Mauborgne']",2005,42486,3.89,240,807,Hardcover,False,Harvard Business Review Press,2
3608,4899,1596590688,Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,"['W. Chan Kim', 'Renée Mauborgne']",2006,92,3.89,0,23,Audio CD,False,Your Coach Digital,2
3609,4900,1892295490,Heart of Darkness,['Joseph Conrad'],2003,305540,3.42,188,7994,Paperback,False,Green Integer,1
3610,4901,393926362,Heart of Darkness,"['Joseph Conrad', 'Paul B. Armstrong']",2005,2877,3.42,528,169,Paperback,False,W. W. Norton & Company,2
3613,4904,764585843,Conrad's Heart of Darkness & The Secret Sharer (Cliffs Notes),"['Daniel Moran', 'Joseph Conrad', 'CliffsNotes']",2000,24,3.65,112,6,Paperback,False,Cliffs Notes,3
3615,4906,192801724,Heart of Darkness and Other Tales,"['Joseph Conrad', 'Cedric Watts']",2003,3703,3.58,225,175,Paperback,False,Oxford University Press,2
3616,4907,159224646X,Heart of Darkness,['Joseph Conrad'],2003,92,3.42,132,11,Hardcover,False,Wildside Press,1
3617,4908,743487656,Heart of Darkness/The Secret Sharer (Enriched Classics),"['Joseph Conrad', 'Cynthia Brantley Johnson', 'Susie Paul']",2004,183,3.5,216,12,Paperback,False,Simon  Schuster,3
3618,4909,743243781,"Teacher Man (Frank McCourt, #3)",['Frank McCourt'],2006,25950,3.75,272,1990,Paperback,False,Scribner,1
3619,4912,6551815,"'Tis A Memoir (Frank McCourt, #2)",['Frank McCourt'],1999,44547,3.69,495,1625,Paperback,False,Flamingo,1
3620,4914,1402738242,The Legends  Lands of Ireland,"['Richard  Marsh', 'Elan Penn', 'Frank McCourt']",2006,7,4.14,160,0,Hardcover,False,Sterling/Penn,3
3621,4916,7718721,Angela's Ashes,['Frank McCourt'],1998,706,4.1,224,62,Paperback,False,Simon & Schuster,1
3622,4917,1876367091,A Student's Guide to Angela's Ashes,['Susan Kruss'],2002,0,0.0,48,0,Paperback,False,Wizard Books,1
3623,4920,1862052212,Three Men in a Boat,"['Jerome K. Jerome', 'Paul  Cox']",2003,11,3.89,239,2,Paperback,False,Chrysalis Books,2
3624,4921,140621334,"Three Men in a Boat (Three Men, #1)",['Jerome K. Jerome'],1994,36649,3.89,185,2667,Mass Market Paperback,False,Penguin Books,1
3625,4922,486451100,Three Men in a Boat: To Say Nothing of the Dog,['Jerome K. Jerome'],2006,211,3.89,144,32,Paperback,False,Dover Publications,1
3626,4923,1901768910,Three Men in a Boat,"['Jerome K. Jerome', 'Hugh Laurie']",2003,25,3.89,1,5,Audio CD,False,CSA WORD,2
3627,4924,1904919529,Three Men in a Boat: To Say Nothing of the Dog,['Jerome K. Jerome'],2005,51,3.89,272,8,Hardcover,False,Collectors Library,1
3628,4925,141441216,Three Men in a Boat,['Jerome K. Jerome'],2004,747,3.89,178,120,Paperback,False,Penguin Classics,1
3629,4926,140437509,Three Men in a Boat and Three Men on the Bummel,"['Jerome K. Jerome', 'Jeremy Lewis']",1999,2267,4.09,400,175,Paperback,False,Penguin Classics,2
3630,4928,1420925628,Three Men in a Boat,['Jerome K. Jerome'],2005,42,3.89,108,5,Paperback,False,Digireads.com,1
3631,4929,1400079276,Kafka on the Shore,"['Haruki Murakami', 'Philip Gabriel']",2006,211174,4.13,467,11667,Paperback,False,Vintage International,2
3632,4931,9571338400,海邊的卡夫卡 上,"['Haruki Murakami', '村上春樹', '賴明珠']",2003,66,4.07,328,6,Paperback,False,時報文化出版企業股份有限公司,3
3633,4933,451527348,The Brothers Karamazov,"['Fyodor Dostoyevsky', 'Constance Garnett', 'Manuel Komroff', 'John Bayley']",1999,983,4.31,736,92,Paperback,False,Signet Classics,4
3634,4934,374528373,The Brothers Karamazov,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",2002,181847,4.31,796,6455,Paperback,False,"Farrar, Straus and Giroux",3
3635,4935,140449248,The Brothers Karamazov,"['Fyodor Dostoyevsky', 'David McDuff']",2003,1551,4.31,1013,170,Paperback,False,Penguin Books Ltd,2
3636,4936,679729259,The Brothers Karamazov,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",1991,609,4.31,796,79,Paperback,False,Vintage Books USA,3
3637,4937,486437914,The Brothers Karamazov,"['Fyodor Dostoyevsky', 'Constance Garnett']",2005,1912,4.31,736,179,Paperback,False,Dover Publications,2
3638,4938,1596440791,The Brothers Karamazov,"['Fyodor Dostoyevsky', 'Simon Vance', 'Thomas R. Beyer Jr.']",2005,20,4.31,16,2,Audio CD,False,Hovel Audio,3
3639,4939,1586635026,The Brothers Karamazov (SparkNotes Literature Guide),"['SparkNotes', 'Fyodor Dostoyevsky']",2002,6,4.57,96,0,Paperback,False,SparkNotes,2
3640,4940,159308045X,The Brothers Karamazov,"['Fyodor Dostoyevsky', 'Constance Garnett', 'Maire Jaanus']",2004,1029,4.31,720,187,Paperback,False,Barnes  Noble Classics,3
3641,4942,764538136,CliffsNotes on Dostoevsky's The Brothers Karamazov,"['James Lamar Roberts', 'Gary Carey']",2003,4,3.5,96,0,Paperback,False,Cliffs Notes,2
3642,4943,1580086810,Hungry Planet,"['Peter Menzel', ""Faith D'Aluisio""]",2005,1430,4.44,288,190,Hardcover,False,Material World,2
3643,4944,399226907,The Very Hungry Caterpillar,['Eric Carle'],1994,3820,4.29,13,260,Board Book,False,Philomel Books,1
3645,4947,395971233,One Hundred Hungry Ants,"['Elinor J. Pinczes', 'Bonnie Mackain']",1999,2084,4.05,32,162,Paperback,False,HMH Books for Young Readers,2
3646,4948,241003008,The Very Hungry Caterpillar,['Eric Carle'],1994,344339,4.29,26,6365,Board book,False,Puffin Books,1
3647,4950,061871166X,The Hungry Tide,['Amitav Ghosh'],2006,11392,3.94,333,782,Paperback,False,Mariner Books,1
3648,4951,452270839,Feeding the Hungry Heart: The Experience of Compulsive Eating,['Geneen Roth'],1993,733,3.97,224,44,Paperback,False,Plume,1
3649,4952,1932416641,What Is the What,['Dave Eggers'],2006,64574,4.16,475,6132,Hardcover,False,McSweeney's,1
3650,4953,375725784,A Heartbreaking Work of Staggering Genius,['Dave Eggers'],2001,154932,3.68,485,8385,Paperback,False,Vintage,1
3651,4954,1400033543,You Shall Know Our Velocity!,['Dave Eggers'],2003,25491,3.63,401,1445,Paperback,False,Vintage,1
3652,4955,1400095565,How We Are Hungry,['Dave Eggers'],2005,11879,3.75,224,651,Paperback,False,Vintage,1
3653,4956,1932416137,How We Are Hungry: Stories,['Dave Eggers'],2004,484,3.75,218,38,Hardcover,False,McSweeney's,1
3654,4957,752215485,"The Onion Ad Nauseam: Complete News Archives, Volume 13. Vol. 13","['The Onion', 'Robert D. Siegel']",2002,9,4.22,288,0,Paperback,False,"Boxtree, Limited",2
3655,4959,451208064,Danny Boy: The Legend of the Beloved Irish Ballad,['Malachy McCourt'],2003,124,2.98,128,13,Paperback,False,NAL Trade,1
3656,4960,786884142,A Monk Swimming,['Malachy McCourt'],1999,3830,3.34,290,241,Paperback,False,Hachette Books,1
3657,4961,439635934,"Good Night, Princess Pruney Toes","['Lisa McCourt', 'Cyd Moore']",2004,6,4.24,32,1,Paperback,False,Scholastic,2
3658,4962,975574604,Bush Lies in State,['Malachy McCourt'],2004,5,3.2,95,2,Paperback,False,Sensei Publications,1
3659,4963,439635772,"Merry Christmas, Stinky Face","['Lisa McCourt', 'Cyd Moore']",2004,20,4.0,32,3,Paperback,False,Scholastic,2
3660,4964,809166585,Love You Until--,"['Lisa McCourt', 'Cyd Moore']",2005,3,4.67,32,0,Hardcover,False,Paulist Press,2
3661,4965,142001430,Year of Wonders,['Geraldine Brooks'],2002,117241,4.01,358,8324,Paperback,False,Penguin Books,1
3662,4966,553804766,The Wonder Years: Helping Your Baby and Young Child Successfully Negotiate the Major Developmental Milestones,"['Tanya Remer Altmann', 'American Academy of Pediatrics']",2006,54,3.49,224,9,Hardcover,False,Bantam Books,2
3663,4967,863155278,The Seven-Year-Old Wonder Book,"['Isabel Wyatt', 'Alyson MacNeill']",1997,122,4.2,157,21,Paperback,False,Floris Books,2
3664,4968,080073064X,The Wide-Eyed Wonder Years: A Mommy Guide to Preschool Daze,['Lorilee Craker'],2006,14,3.64,202,1,Paperback,False,Fleming H. Revell Company,1
3665,4970,664225977,A Year of Wonder,['C. David McKirachan'],2003,27,4.15,156,1,Paperback,False,Westminster John Knox Press,1
3666,4971,833033905,Focus on the Wonder Years: Challenges Facing the American Middle School,"['Jaana Juvonen', 'Tessa Kaganoff', 'Vi-Nhuan Le']",2004,0,5.0,155,1,Paperback,False,RAND Corporation,3
3667,4973,963007106,"Year of Wonder, 1968: Reflections on Travel","['Pierson F. Melcher', 'Frederick F. Stannard']",1991,0,0.0,163,0,Unknown Binding,False,Windhover Press,2
3668,4978,141651693X,"Wolves of the Calla (The Dark Tower, #5)","['Stephen King', 'Bernie Wrightson']",2006,122603,4.19,931,2684,Mass Market Paperback,False,Pocket Books,2
3669,4979,081297736X,A Man Without a Country,"['Kurt Vonnegut', 'Daniel Simon']",2007,33310,4.07,160,1985,Paperback,False,Random House Trade Paperbacks,2
3670,4980,385334206,Breakfast of Champions,['Kurt Vonnegut'],1999,195902,4.08,303,5099,Paperback,False,Dell Publishing,1
3671,4981,385333846,Slaughterhouse-Five,['Kurt Vonnegut'],1999,964679,4.07,275,18211,Paperback,False,Dial Press,1
3672,4982,1857988841,The Sirens of Titan,['Kurt Vonnegut'],1999,86348,4.16,224,2886,Paperback,False,Gollancz,1
3674,4984,99282968,Bagombo Snuff Box,['Kurt Vonnegut'],2000,7904,3.72,295,227,Paperback,False,Vintage,1
3675,4985,385333501,Welcome to the Monkey House,['Kurt Vonnegut'],2013,45127,4.14,331,1444,Paperback,False,Dial Press Trade Paperbacks,1
3676,4986,743422007,"God Bless You, Dr. Kevorkian",['Kurt Vonnegut'],2001,12520,3.84,80,545,Paperback,False,Washington Square Press,1
3677,4987,385333900,Jailbird,['Kurt Vonnegut'],1999,17445,3.82,310,568,Paperback,False,Dial Press Trade Paperback,1
3678,4988,425134067,Fates Worse Than Death,['Kurt Vonnegut'],1992,3129,3.86,240,114,Paperback,False,Berkley,1
3679,4989,312353766,The Red Tent,['Anita Diamant'],2005,458118,4.17,336,15565,Hardcover,False,St. Martin's Press,1
3680,4990,827230281,Inside the Red Tent,['Sandra Hack Polaski'],2006,178,3.94,100,16,Paperback,False,Chalice Press,1
3681,4991,826415741,Anita Diamant's The Red Tent: A Reader's Guide,['Ann Finding'],2004,439,4.13,88,54,Paperback,False,Bloomsbury Academic,1
3682,4994,663254612,Inside the Red and White Tent,"['Margaret Mary Jensen', 'George Ulrich']",1974,1,2.0,22,0,Unknown Binding,False,Ginn & Co.,2
3684,4997,2070417948,La Jeune fille à la perle,"['Tracy Chevalier', 'Marie-Odile Fortier-Masek']",2002,555,3.87,313,38,Mass Market Paperback,False,Gallimard,2
3685,4998,141001461,Downfall: The End of the Imperial Japanese Empire,['Richard B. Frank'],2001,880,4.17,512,48,Paperback,False,Penguin Books,1
3687,5001,684804069,Code-Name Downfall: The Secret Plan to Invade Japan and Why Truman Dropped the Bomb,"['Thomas B. Allen', 'Norman Polmar']",1995,29,3.44,351,5,Hardcover,False,Simon & Schuster,2
3688,5002,976518546,The Duke's Downfall,['Lynn Michaels'],2006,31,3.61,233,4,Paperback,False,Delphi Books,1
3689,5003,595338259,The Good Doctor's Downfall,['Wint Capel'],2004,0,3.0,160,0,Paperback,False,iUniverse,1
3690,5004,786918144,"Downfall (Dragonlance: Dhamon Saga, #1)",['Jean Rabe'],2001,848,3.68,397,9,Paperback,False,Wizards of the Coast,1
3691,5005,670886955,"Berlin: The Downfall, 1945",['Antony Beevor'],2002,241,4.28,489,17,Hardcover,False,Viking Books,1
3692,5006,756400562,The Downfall Matrix & Soulfire (Patterns of Chaos: Omnibus 2),['Charles Ingrid'],2002,10,4.1,656,1,Paperback,False,DAW,1
3693,5008,8466313591,El azul de la virgen,['Tracy Chevalier'],2004,48,3.66,411,5,Paperback,False,Punto de Lectura,1
3694,5012,71421858,Getting Into the Physician Assistant School of Your Choice,['Andrew J. Rodican'],2003,11,3.79,140,1,Paperback,False,McGraw-Hill Medical Publishing,1
3695,5015,1400076196,Saturday,['Ian McEwan'],2006,51350,3.63,289,3285,Paperback,False,Anchor,1
3696,5016,60938404,The E-Myth Physician: Why Most Medical Practices Don't Work and What to Do About It,['Michael E. Gerber'],2004,78,3.93,144,5,Paperback,False,HarperBusiness,1
3697,5017,892048050,Saturday Shrines: Best of College Football's Most Hallowed Grounds,['The Sporting News'],2005,19,4.04,224,2,Hardcover,False,Sporting News Publishing Co.,1
3698,5018,078521366X,The Great Physician's RX for Weight Loss,"['Jordan S. Rubin', 'Joseph Brasco']",2006,11,3.0,100,2,Hardcover,False,Nelson Books,2
3699,5019,805070605,"The Saturdays (The Melendy Family, #1)",['Elizabeth Enright'],2002,7741,4.15,177,502,Hardcover,False,Henry Holt and Company,1
