,Book_Title,Author,Rating,Score,People_Voted
5392,The Power,Naomi Alderman,3.85,61,"
1 person voted
        "
5393,Broken Symmetry,Dana Elbert-Riqs,3.85,61,"
1 person voted
        "
5394,The Things We Cannot Say: A Novel,Kelly Rimmer,4.51,61,"
1 person voted
        "
5395,Alice-Miranda at School,Jacqueline Harvey,4.12,61,"
1 person voted
        "
5396,Catalog of Unabashed Gratitude,Ross Gay,4.23,61,"
1 person voted
        "
5397,"Betrayal (The Descendants, #1)",Mayandree Michel,3.56,60,"
1 person voted
        "
5398,A Good Hard Look,Ann Napolitano,3.88,60,"
1 person voted
        "
5399,Wunderkind,Nikolai Grozni,3.92,60,"
1 person voted
        "
5400,Midnight Rising: John Brown and the Raid That Sparked the Civil War,Tony Horwitz,3.93,60,"
1 person voted
        "
5401,"The Copper Gauntlet (Magisterium, #2)",Holly Black,4.15,60,"
1 person voted
        "
5402,The Postmortal,Drew Magary,3.79,60,"
1 person voted
        "
5403,Pete the Cat and His Four Groovy Buttons,Eric Litwin,4.39,60,"
1 person voted
        "
5404,"The Goddess Test (Goddess Test, #1)",Aimee Carter,3.81,60,"
2 people voted
        "
5405,"Started Early, Took My Dog (Jackson Brodie, #4)",Kate Atkinson,3.91,60,"
1 person voted
        "
5406,"Rules of an Engagement (Adventurers’ Club, #3)",Suzanne Enoch,3.77,60,"
1 person voted
        "
5407,The Wandering Falcon,Jamil Ahmad,3.52,60,"
1 person voted
        "
5408,"De liefde (Een verhaal van liefde, ziekte en dood, #1)",Jonas Gardell,4.16,60,"
1 person voted
        "
5409,"Sword Art Online, Vol. 05: Phantom Bullet (Sword Art Online Light Novel, #5)",Reki Kawahara,4.33,60,"
1 person voted
        "
5410,"Wrapped In You (The Monroes, #1)",Jules Bennett,3.96,60,"
1 person voted
        "
5411,Rebel Cities: From the Right to the City to the Urban Revolution,David Harvey,3.91,60,"
1 person voted
        "
5412,"Steelhands (Havemercy, #4)",Jaida Jones,3.93,60,"
1 person voted
        "
5413,"Avalon (Avalon, #1)",Mindee Arnett,3.79,60,"
1 person voted
        "
5414,Your Heart Is a Muscle the Size of a Fist,Sunil Yapa,3.61,60,"
1 person voted
        "
5415,Beautiful Malice,Rebecca  James,3.76,60,"
1 person voted
        "
5416,"Splintered (Arcane Underworld, #2)",Jamie Schultz,3.75,60,"
1 person voted
        "
5417,The Black Book,James Patterson,4.23,60,"
1 person voted
        "
5418,"Copy Cap Murder (Hat Shop Mystery, #4)",Jenn McKinlay,4.12,60,"
1 person voted
        "
5419,Eileen,Ottessa Moshfegh,3.48,60,"
1 person voted
        "
5420,Huck Out West,Robert Coover,3.61,60,"
1 person voted
        "
5421,Max Italia,John Blandly,t wa,60,"
1 person voted
        "
5422,"A Touch of Midnight (Midnight Breed, #0.5)",Lara Adrian,4.08,60,"
1 person voted
        "
5423,"A Game of Ghosts (Charlie Parker, #15)",John Connolly,4.26,60,"
1 person voted
        "
5424,No One Knows,J.T. Ellison,3.62,60,"
1 person voted
        "
5425,Isis: Inside the Army of Terror,Michael Weiss,3.68,60,"
1 person voted
        "
5426,The Plum Tree,Ellen Marie Wiseman,4.03,60,"
1 person voted
        "
5427,The World Goes On,László Krasznahorkai,3.81,60,"
1 person voted
        "
5428,"The House at Sea's End (Ruth Galloway, #3)",Elly Griffiths,3.93,60,"
1 person voted
        "
5429,"Call of Omega (The Dawn, #2)",Michelle Muckley,3.74,60,"
1 person voted
        "
5430,Into the Free (Into the Free #1),Julie Cantrell,3.92,60,"
1 person voted
        "
5431,"Foundryside (Founders, #1)",Robert Jackson Bennett,4.28,60,"
1 person voted
        "
5432,Alice-Miranda on Holiday,Jacqueline Harvey,4.23,60,"
1 person voted
        "
5433,Stamped from the Beginning: The Definitive History of Racist Ideas in America,Ibram X. Kendi,4.58,60,"
1 person voted
        "
5434,Foreign Bodies,Cynthia Ozick,3.15,59,"
1 person voted
        "
5435,Red Moon,Benjamin Percy,3.37,59,"
1 person voted
        "
5436,Cum Laude,Cecily von Ziegesar,2.52,59,"
1 person voted
        "
5437,Influx,Daniel Suarez,3.92,59,"
1 person voted
        "
5438,The Magician's Lie,Greer Macallister,3.67,59,"
1 person voted
        "
5439,"The Reckless Bride (Black Cobra Quartet, #4)",Stephanie Laurens,3.94,59,"
1 person voted
        "
5440,I Am an Executioner: Love Stories,Rajesh Parameswaran,3.42,59,"
1 person voted
        "
5441,Crossing Purgatory,Gary Schanbacher,3.92,59,"
1 person voted
        "
5442,"Fire & Ash (Rot & Ruin, #4)",Jonathan Maberry,4.35,59,"
1 person voted
        "
5443,Long Man,Amy Greene,3.82,59,"
1 person voted
        "
5444,"Beautiful Oblivion (The Maddox Brothers, #1)",Jamie McGuire,4.12,59,"
1 person voted
        "
5445,'t Jagthuys,Merijn de Boer,3.39,59,"
1 person voted
        "
5446,"An Evil Mind (Robert Hunter, #6)",Chris Carter,4.48,59,"
1 person voted
        "
5447,Boy Erased: A Memoir,Garrard Conley,3.65,59,"
1 person voted
        "
5448,"The Emerald Storm  (The Riyria Revelations, #4)",Michael J. Sullivan,4.32,59,"
1 person voted
        "
5449,"Sacrifices (Arcane Underworld, #3)",Jamie Schultz,3.76,59,"
1 person voted
        "
5450,"Bakuman, Vol. 12: Artist and Manga Artist (Bakuman, #12)",Takeshi Obata,4.29,59,"
1 person voted
        "
5451,You Have to Fucking Eat,Adam Mansbach,4.04,59,"
1 person voted
        "
5452,"Roman (Cold Fury Hockey, #7)",Sawyer Bennett,4.09,59,"
1 person voted
        "
5453,Children of the New World,Alexander Weinstein,3.79,59,"
1 person voted
        "
5454,The Drip Theory,John Blandly,t wa,59,"
1 person voted
        "
5455,"Fantastic Beasts and Where to Find Them: The Original Screenplay (Fantastic Beasts: The Original Screenplay, #1)",J.K. Rowling,4.29,59,"
1 person voted
        "
5456,In the Dark Places (Inspector Banks #22),Peter Robinson,3.96,59,"
1 person voted
        "
5457,"Believing the Lie (Inspector Lynley, #17)",Elizabeth  George,3.79,59,"
1 person voted
        "
5458,"War Storm (Red Queen, #4)",Victoria Aveyard,3.87,59,"
1 person voted
        "
5459,"The Outcast Dead (Ruth Galloway, #6)",Elly Griffiths,4.13,59,"
1 person voted
        "
5460,Dreamfall (Dreamfall #1),Amy Plum,3.74,59,"
1 person voted
        "
5461,We Never Asked for Wings,Vanessa Diffenbaugh,3.83,59,"
1 person voted
        "
5462,Detached,Christina Kilbourne,4.10,59,"
1 person voted
        "
5463,"What Could Possibly Go Wrong? (The Chronicles of St Mary's, #6)",Jodi Taylor,4.42,59,"
1 person voted
        "
5464,Amiable with Big Teeth,Claude McKay,3.56,59,"
1 person voted
        "
5465,Bed,David  Whitehouse,3.18,58,"
1 person voted
        "
5466,Double Feature,Owen King,3.43,58,"
1 person voted
        "
5467,Strike: The Hero From The Sky,Charlie Wood,3.56,58,"
1 person voted
        "
5468,"Enders (Starters, #2)",Lissa Price,3.72,58,"
1 person voted
        "
5469,"Wicked Nights (Angels of the Dark, #1, Lords of the Underworld #9.25)",Gena Showalter,4.10,58,"
1 person voted
        "
5470,The Whip,Karen Kondazian,3.89,58,"
1 person voted
        "
5471,"Flesh & Bone (Rot & Ruin, #3)",Jonathan Maberry,4.21,58,"
1 person voted
        "
5472,"Close Your Eyes, Hold Hands",Chris Bohjalian,3.60,58,"
1 person voted
        "
5473,"Wicked Delights of a Bridal Bed (The Byrons of Braebourne, #4)",Tracy Anne Warren,3.89,58,"
1 person voted
        "
5474,Abandoned Mansions of Ireland,Tarquin Blake,4.52,58,"
1 person voted
        "
5475,The Spawning Grounds,Gail Anderson-Dargatz,3.69,58,"
1 person voted
        "
5476,"The Willful Princess and the Piebald Prince  (Realms of the Elderlings, #0.5)",Robin Hobb,3.95,58,"
1 person voted
        "
5477,Zombies Vs. Unicorns,Holly Black,3.72,58,"
1 person voted
        "
5478,"Percepliquis (The Riyria Revelations, #6)",Michael J. Sullivan,4.55,58,"
1 person voted
        "
5479,An Illustrated History of Notable Shadowhunters and Denizens of Downworld,Cassandra Clare,4.53,58,"
1 person voted
        "
5480,"Darkness Unbound (Dark Angels, #1)",Keri Arthur,3.97,58,"
1 person voted
        "
5481,"Bakuman, Volume 15",Takeshi Obata,4.29,58,"
1 person voted
        "
5482,"The Princess in Black (The Princess in Black, #1)",Shannon Hale,4.06,58,"
1 person voted
        "
5483,"A Perfect Distraction (New Jersey Ice Cats, #1)",Anna Sugden,3.85,58,"
1 person voted
        "
5484,Judas,Amos Oz,3.85,58,"
1 person voted
        "
5485,Pickup Lines,John Blandly,t wa,58,"
1 person voted
        "
5486,"The Girl in the Tower (Winternight Trilogy, #2)",Katherine Arden,4.40,58,"
1 person voted
        "
5487,Darkness the Color of Snow,Thomas Cobb,3.24,58,"
1 person voted
        "
5488,Flora and the Penguin,Molly Idle,4.16,58,"
1 person voted
        "
5489,"The Dog Who Knew Too Much (A Chet and Bernie Mystery, #4)",Spencer Quinn,4.09,58,"
1 person voted
        "
5490,"City of the Lost (Rockton, #1)",Kelley Armstrong,4.05,58,"
1 person voted
        "
5491,"A Dying Fall (Ruth Galloway, #5)",Elly Griffiths,4.03,58,"
1 person voted
        "
5492,The Eclective: The Time Collection,The Eclective,4.69,58,"
1 person voted
        "
5493,The Huntingfield Paintress,Pamela Holmes,3.86,58,"
1 person voted
        "
5494,"And the Rest is History (The Chronicles of St. Mary's, #8)",Jodi Taylor,4.44,58,"
1 person voted
        "
5495,"The Thirteenth Chime (Sense of Truth, #1)",Emma  Michaels,3.62,57,"
1 person voted
        "
5496,"Stitches: A Handbook on Meaning, Hope, and Repair",Anne Lamott,3.87,57,"
1 person voted
        "
5497,Coldbrook,Tim Lebbon,3.71,57,"
1 person voted
        "
5498,All We Had,Annie Weatherwax,3.75,57,"
1 person voted
        "
5499,"Echo (Soul Seekers, #2)",Alyson Noel,3.92,57,"
1 person voted
        "
5500,"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,4.07,57,"
1 person voted
        "
5501,"Revolution at Point Zero: Housework, Reproduction, and Feminist Struggle",Silvia Federici,4.33,57,"
1 person voted
        "
5502,"Dust & Decay (Rot & Ruin, #2)",Jonathan Maberry,4.29,57,"
1 person voted
        "
5503,Ohio Outback: Learning to Love the Great Black Swamp,Claude Clayton Smith,iked,57,"
1 person voted
        "
5504,13 Ways of Looking at a Fat Girl,Mona Awad,iked,57,"
1 person voted
        "
5505,"The Violinist's Thumb: And Other Lost Tales of Love, War, and Genius, as Written by Our Genetic Code",Sam Kean,3.98,57,"
1 person voted
        "
5506,Abandoned Mansions of Ireland II: More Portraits of Forgotten Stately Homes,Tarquin Blake,4.47,57,"
1 person voted
        "
5507,"Walk Through Fire (Chaos, #4)",Kristen Ashley,4.38,57,"
1 person voted
        "
5508,Unstoppable,Tim Green,4.36,57,"
1 person voted
        "
5509,"Hour of the Red God (Detective Mollel, #1)",Richard Crompton,3.66,57,"
1 person voted
        "
5510,"Wintertide (The Riyria Revelations, #5)",Michael J. Sullivan,4.45,57,"
1 person voted
        "
5511,"Darkness Rising (Dark Angels, #2)",Keri Arthur,4.15,57,"
1 person voted
        "
5512,Brody's Ghost Volume 5,Mark Crilley,4.28,57,"
1 person voted
        "
5513,"Murder Most Howl (A Paws and Claws Mystery, # 3)",Krista Davis,4.19,57,"
1 person voted
        "
5514,Alex (Verhoeven #2),Pierre Lemaitre,4.04,57,"
1 person voted
        "
5515,The Meddlers,John Blandly,t wa,57,"
1 person voted
        "
5516,Galatea,Madeline Miller,3.91,57,"
1 person voted
        "
5517,The All-Girl Filling Station's Last Reunion,Fannie Flagg,3.99,57,"
1 person voted
        "
5518,"To Fetch a Thief (A Chet and Bernie Mystery, #3)",Spencer Quinn,4.06,57,"
1 person voted
        "
5519,"Om sommeren (Årstidsencyklopedien, #4)",Karl Ove Knausgård,3.86,57,"
1 person voted
        "
5520,Allegedly,Tiffany D. Jackson,4.07,57,"
1 person voted
        "
5521,"Goldenhand (Abhorsen, #5)",Garth Nix,4.07,57,"
1 person voted
        "
5522,"A Room Full of Bones (Ruth Galloway, #4)",Elly Griffiths,3.90,57,"
1 person voted
        "
5523,Next Year in Havana,Chanel Cleeton,3.97,57,"
1 person voted
        "
5524,"Fair Coin (Coin, #1)",E.C. Myers,3.47,57,"
1 person voted
        "
5525,The One-in-a-Million Boy,Monica Wood,4.09,57,"
1 person voted
        "
5526,"Lies, Damned Lies, and History (The Chronicles of St Mary's, #7)",Jodi Taylor,4.42,57,"
1 person voted
        "
5527,I Must Be Living Twice: New and Selected Poems,Eileen Myles,4.17,57,"
1 person voted
        "
5528,"Entice (Need, #3)",Carrie Jones,4.03,56,"
1 person voted
        "
5529,The Influencing Machine: Brooke Gladstone on the Media,Brooke Gladstone,3.86,56,"
1 person voted
        "
5530,Children of the Sun,Max Schaefer,3.57,56,"
1 person voted
        "
5531,A Dancer in the Dust,Thomas H. Cook,3.67,56,"
1 person voted
        "
5532,"Mystic (Soul Seekers, #3)",Alyson Noel,4.01,56,"
1 person voted
        "
5533,"Rot & Ruin (Rot & Ruin, #1)",Jonathan Maberry,4.10,56,"
1 person voted
        "
5534,Madeleine's War,Peter Watson,3.77,56,"
1 person voted
        "
5535,Secrets of a Charmed Life,Susan Meissner,4.19,56,"
2 people voted
        "
5536,"The Apache Wars: The Hunt for Geronimo, the Apache Kid, and the Captive Boy Who Started the Longest War in American History",Paul Andrew Hutton,4.07,56,"
1 person voted
        "
5537,"Blood Born (Vampire, #1)",Linda Howard,3.69,56,"
1 person voted
        "
5538,The Bed Moved,Rebecca Schiff,3.40,56,"
1 person voted
        "
5539,A Plague of Lies,Judith Rock,3.81,56,"
1 person voted
        "
5540,De een zijn dood,J. Bernlef,3.21,56,"
1 person voted
        "
5541,"Every Second (Kate Page, #3)",Rick Mofina,4.21,56,"
1 person voted
        "
5542,Blackdog,K.V. Johansen,3.64,56,"
1 person voted
        "
5543,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,4.33,56,"
1 person voted
        "
5544,The Distance Between Us,Kasie West,3.94,56,"
1 person voted
        "
5545,Tales from the Shadowhunter Academy,Cassandra Clare,4.44,56,"
1 person voted
        "
5546,"Darkness Devours (Dark Angels, #3)",Keri Arthur,4.17,56,"
1 person voted
        "
5547,"Bakuman, Volume 13: Avid Readers and Love at First Sight (Bakuman, #13)",Takeshi Obata,4.29,56,"
1 person voted
        "
5548,"Murder, She Barked (Paws and Claws Mystery, #1)",Krista Davis,4.03,56,"
1 person voted
        "
5549,Mine 100 ting,Lucy Dillon,3.89,56,"
1 person voted
        "
5550,Hotlanta,John Blandly,t wa,56,"
1 person voted
        "
5551,The Griekwastad Murders: The Crime That Shook South Africa,Jacques Steenkamp,3.87,56,"
1 person voted
        "
5552,Sleeping on Jupiter,Anuradha Roy,3.34,56,"
1 person voted
        "
5553,"Blood Bound (Unbound, #1)",Rachel Vincent,3.84,56,"
1 person voted
        "
5554,Life or Death,Michael Robotham,4.06,56,"
1 person voted
        "
5555,Where the Crawdads Sing,Delia Owens,4.52,56,"
1 person voted
        "
5556,"The Farm (The Farm, #1)",Emily McKay,3.68,56,"
1 person voted
        "
5557,Awesome Sh*t My Drill Sergeant Said: Wit and Wisdom from America's Finest,Dan Caddy,4.01,56,"
1 person voted
        "
5558,Paradoxology: Why Christianity Was Never Meant to Be Simple,Krish Kandiah,4.23,56,"
1 person voted
        "
5559,Afterglow,Eileen Myles,3.49,56,"
1 person voted
        "
5560,Contact,Jonathan Buckley,3.21,55,"
1 person voted
        "
5561,All That I Am,Anna Funder,3.80,55,"
1 person voted
        "
5562,"Requiem (Psalms of Isaak, #4)",Ken Scholes,3.99,55,"
1 person voted
        "
5563,Lucky Alan and Other Stories,Jonathan Lethem,3.10,55,"
1 person voted
        "
5564,My Notorious Life,Kate Manning,4.02,55,"
1 person voted
        "
5565,I Was Here,Gayle Forman,3.77,55,"
1 person voted
        "
5566,"Department Nineteen (Department Nineteen, #1)",Will Hill,4.02,55,"
1 person voted
        "
5567,Mrs. Sinclair's Suitcase,Louise  Walters,3.61,55,"
1 person voted
        "
5568,I Shall Not Hate: A Gaza Doctor's Journey on the Road to Peace and Human Dignity,Izzeldin Abuelaish,4.23,55,"
1 person voted
        "
5569,"Three Nights with a Scoundrel (Stud Club, #3)",Tessa Dare,3.86,55,"
1 person voted
        "
5570,Moresnet: opkomst en ondergang van een vergeten buurlandje,Philip Dröge,4.01,55,"
1 person voted
        "
5571,"The Girl Without a Name (Zoe Goldman, #2)",Sandra  Block,3.76,55,"
1 person voted
        "
5572,"Dreadfully Ever After (Pride and Prejudice and Zombies, #2)",Steve Hockensmith,3.75,55,"
1 person voted
        "
5573,A Lady in the Smoke: A Victorian Mystery,Karen Odden,3.90,55,"
1 person voted
        "
5574,"Jane and the Canterbury Tale (Jane Austen Mysteries, #11)",Stephanie Barron,3.90,55,"
1 person voted
        "
5575,The Shadowhunter's Codex,Cassandra Clare,4.02,55,"
1 person voted
        "
5576,"Darkness Hunts (Dark Angels, #4)",Keri Arthur,4.18,55,"
1 person voted
        "
5577,バクマン。 17,Takeshi Obata,4.29,55,"
1 person voted
        "
5578,"The Ghost and Mrs. Mewer (Paws and Claws Mystery, #2)",Krista Davis,4.02,55,"
1 person voted
        "
5579,Hej søde,Ida Holst,2.30,55,"
1 person voted
        "
5580,Single,Pantson Fire,t wa,55,"
1 person voted
        "
5581,Killing Kebble: An Underworld Exposed,Mandy Wiener,3.82,55,"
1 person voted
        "
5582,If the Creek Don't Rise,Leah Weiss,3.96,55,"
1 person voted
        "
5583,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,3.68,55,"
1 person voted
        "
5584,"Thirteen (Women of the Otherworld, #13)",Kelley Armstrong,4.29,55,"
1 person voted
        "
5585,The Nowhere Child,Christian  White,4.01,55,"
1 person voted
        "
5586,"Ghost Country (Travis Chase, #2)",Patrick  Lee,4.11,55,"
1 person voted
        "
5587,Fruit of the Drunken Tree,Ingrid Rojas Contreras,3.95,55,"
1 person voted
        "
5588,I'd Like to Apologize to Every Teacher I Ever Had: My Year as a Rookie Teacher at Northeast High,Tony Danza,3.83,55,"
1 person voted
        "
