movie,year,income,variable,value
The Last Stand,2013,12.05,Last genre,
"Roman J. Israel, Esq.",2017,11.96,First genre,Crime
"Roman J. Israel, Esq.",2017,11.96,Second genre, Drama
"Roman J. Israel, Esq.",2017,11.96,Last genre,Thriller
Upgrade,2018,11.87,First genre,Action
Upgrade,2018,11.87,Second genre, Sci-Fi
Upgrade,2018,11.87,Last genre,Thriller
Glee: The 3D Concert Movie,2011,11.86,First genre,Documentary
Glee: The 3D Concert Movie,2011,11.86,Second genre, Music            
Glee: The 3D Concert Movie,2011,11.86,Last genre,
Padmaavat,2018,11.85,First genre,Drama
Padmaavat,2018,11.85,Second genre, History
Padmaavat,2018,11.85,Last genre,Romance
Extraordinary Measures,2010,11.85,First genre,Drama
Extraordinary Measures,2010,11.85,Second genre,
Extraordinary Measures,2010,11.85,Last genre,
Fifty Shades of Black,2016,11.68,First genre,Comedy
Fifty Shades of Black,2016,11.68,Second genre,
Fifty Shades of Black,2016,11.68,Last genre,
Gone,2012,11.65,First genre,Action
Gone,2012,11.65,Second genre, Adventure
Gone,2012,11.65,Last genre,Drama
The Conspirator,2010,11.54,First genre,Crime
The Conspirator,2010,11.54,Second genre, Drama
The Conspirator,2010,11.54,Last genre,History
The Words,2012,11.49,First genre,Drama
The Words,2012,11.49,Second genre, Mystery
The Words,2012,11.49,Last genre,Romance
Out of the Furnace,2013,11.33,First genre,Action
Out of the Furnace,2013,11.33,Second genre, Crime
Out of the Furnace,2013,11.33,Last genre,Drama
The Old Man & the Gun,2018,11.28,First genre,Biography
The Old Man & the Gun,2018,11.28,Second genre, Comedy
The Old Man & the Gun,2018,11.28,Last genre,Crime
Unforgettable,2017,11.27,First genre,Drama
Unforgettable,2017,11.27,Second genre, Thriller            
Unforgettable,2017,11.27,Last genre,
Jane Eyre,2011,11.24,First genre,Drama
Jane Eyre,2011,11.24,Second genre, Romance            
Jane Eyre,2011,11.24,Last genre,
Hell Fest,2018,11.11,First genre,Horror
Hell Fest,2018,11.11,Second genre,
Hell Fest,2018,11.11,Last genre,
Café Society,2016,11.1,First genre,Comedy
Café Society,2016,11.1,Second genre, Drama
Café Society,2016,11.1,Last genre,Romance
Pride and Prejudice and Zombies,2016,10.91,First genre,Action
Pride and Prejudice and Zombies,2016,10.91,Second genre, Comedy
Pride and Prejudice and Zombies,2016,10.91,Last genre,Fantasy
Dead Man Down,2013,10.88,First genre,Action
Dead Man Down,2013,10.88,Second genre, Crime
Dead Man Down,2013,10.88,Last genre,Drama
Welcome to Marwen,2018,10.76,First genre,Biography
Welcome to Marwen,2018,10.76,Second genre, Comedy
Welcome to Marwen,2018,10.76,Last genre,Drama
The Darkness,2016,10.73,First genre,Horror
The Darkness,2016,10.73,Second genre, Thriller            
The Darkness,2016,10.73,Last genre,
Belle,2013,10.73,First genre,Biography
Belle,2013,10.73,Second genre, Drama
Belle,2013,10.73,Last genre,Romance
The Drop,2014,10.72,First genre,Crime
The Drop,2014,10.72,Second genre, Drama            
The Drop,2014,10.72,Last genre,
Drive Angry,2011,10.71,First genre,Action
Drive Angry,2011,10.71,Second genre, Adventure
Drive Angry,2011,10.71,Last genre,Crime
The Gunman,2015,10.64,First genre,Action
The Gunman,2015,10.64,Second genre, Crime
The Gunman,2015,10.64,Last genre,Drama
Nocturnal Animals,2016,10.64,First genre,Drama
Nocturnal Animals,2016,10.64,Second genre, Thriller            
Nocturnal Animals,2016,10.64,Last genre,
The Beguiled,2017,10.58,First genre,Drama
The Beguiled,2017,10.58,Second genre, Thriller            
The Beguiled,2017,10.58,Last genre,
Jonah Hex,2010,10.54,First genre,Action
Jonah Hex,2010,10.54,Second genre, Drama
Jonah Hex,2010,10.54,Last genre,Fantasy
Greta,2018,10.52,First genre,Drama
Greta,2018,10.52,Second genre, Mystery
Greta,2018,10.52,Last genre,Thriller
Magic in the Moonlight,2014,10.51,First genre,Comedy
Magic in the Moonlight,2014,10.51,Second genre, Romance            
Magic in the Moonlight,2014,10.51,Last genre,
Sabotage,2014,10.51,First genre,Action
Sabotage,2014,10.51,Second genre, Crime
Sabotage,2014,10.51,Last genre,Drama
Getaway,2013,10.49,First genre,Action
Getaway,2013,10.49,Second genre, Crime
Getaway,2013,10.49,Last genre,Thriller
Moms' Night Out,2014,10.43,First genre,Comedy
Moms' Night Out,2014,10.43,Second genre,
Moms' Night Out,2014,10.43,Last genre,
Live by Night,2016,10.38,First genre,Action
Live by Night,2016,10.38,Second genre, Crime
Live by Night,2016,10.38,Last genre,Drama
Straw Dogs,2011,10.32,First genre,Action
Straw Dogs,2011,10.32,Second genre, Drama
Straw Dogs,2011,10.32,Last genre,Thriller
The Miracle Season,2018,10.23,First genre,Drama
The Miracle Season,2018,10.23,Second genre, Sport            
The Miracle Season,2018,10.23,Last genre,
Unfinished Business,2015,10.21,First genre,Comedy
Unfinished Business,2015,10.21,Second genre, Drama            
Unfinished Business,2015,10.21,Last genre,
The Best of Enemies,2019,10.21,First genre,Biography
The Best of Enemies,2019,10.21,Second genre, Drama
The Best of Enemies,2019,10.21,Last genre,History
Win Win,2011,10.18,First genre,Comedy
Win Win,2011,10.18,Second genre, Drama
Win Win,2011,10.18,Last genre,Sport
The Belko Experiment,2016,10.16,First genre,Horror
The Belko Experiment,2016,10.16,Second genre, Thriller            
The Belko Experiment,2016,10.16,Last genre,
The Walk,2015,10.14,First genre,Adventure
The Walk,2015,10.14,Second genre, Biography
The Walk,2015,10.14,Last genre,Drama
Hoodwinked Too! Hood vs. Evil,2011,10.14,First genre,Animation
Hoodwinked Too! Hood vs. Evil,2011,10.14,Second genre, Comedy
Hoodwinked Too! Hood vs. Evil,2011,10.14,Last genre,Crime
Prom,2011,10.13,First genre,Comedy
Prom,2011,10.13,Second genre, Drama
Prom,2011,10.13,Last genre,Family
Marshall,2017,10.05,First genre,Biography
Marshall,2017,10.05,Second genre, Crime
Marshall,2017,10.05,Last genre,Drama
The Lady in the Van,2015,10.02,First genre,Biography
The Lady in the Van,2015,10.02,Second genre, Comedy
The Lady in the Van,2015,10.02,Last genre,Drama
Blue Valentine,2010,9.74,First genre,Drama
Blue Valentine,2010,9.74,Second genre, Romance            
Blue Valentine,2010,9.74,Last genre,
I Don't Know How She Does It,2011,9.66,First genre,Comedy
I Don't Know How She Does It,2011,9.66,Second genre, Romance            
I Don't Know How She Does It,2011,9.66,Last genre,
The Perfect Match,2016,9.66,First genre,Comedy
The Perfect Match,2016,9.66,Second genre, Romance            
The Perfect Match,2016,9.66,Last genre,
Hotel Mumbai,2018,9.65,First genre,Drama
Hotel Mumbai,2018,9.65,Second genre, History
Hotel Mumbai,2018,9.65,Last genre,Thriller
The Wife,2017,9.6,First genre,Drama
The Wife,2017,9.6,Second genre,
The Wife,2017,9.6,Last genre,
Midnight Sun,2018,9.56,First genre,Drama
Midnight Sun,2018,9.56,Second genre, Romance            
Midnight Sun,2018,9.56,Last genre,
Fair Game,2010,9.53,First genre,Biography
Fair Game,2010,9.53,Second genre, Drama
Fair Game,2010,9.53,Last genre,Thriller
Bullet to the Head,2012,9.48,First genre,Action
Bullet to the Head,2012,9.48,Second genre, Crime
Bullet to the Head,2012,9.48,Last genre,Thriller
Thank You for Your Service,2017,9.47,First genre,Biography
Thank You for Your Service,2017,9.47,Second genre, Drama
Thank You for Your Service,2017,9.47,Last genre,War
Fun Size,2012,9.4,First genre,Adventure
Fun Size,2012,9.4,Second genre, Comedy            
Fun Size,2012,9.4,Last genre,
Rock Dog,2016,9.4,First genre,Animation
Rock Dog,2016,9.4,Second genre, Adventure
Rock Dog,2016,9.4,Last genre,Comedy
Popstar: Never Stop Never Stopping,2016,9.39,First genre,Comedy
Popstar: Never Stop Never Stopping,2016,9.39,Second genre, Music            
Popstar: Never Stop Never Stopping,2016,9.39,Last genre,
Hardcore Henry,2015,9.25,First genre,Action
Hardcore Henry,2015,9.25,Second genre, Adventure
Hardcore Henry,2015,9.25,Last genre,Sci-Fi
Tully,2018,9.23,First genre,Comedy
Tully,2018,9.23,Second genre, Drama
Tully,2018,9.23,Last genre,Mystery
Bernie,2011,9.2,First genre,Biography
Bernie,2011,9.2,Second genre, Comedy
Bernie,2011,9.2,Last genre,Crime
Traffik,2018,9.19,First genre,Action
Traffik,2018,9.19,Second genre, Crime
Traffik,2018,9.19,Last genre,Drama
Peeples,2013,9.12,First genre,Comedy
Peeples,2013,9.12,Second genre, Romance            
Peeples,2013,9.12,Last genre,
Meet the Blacks,2016,9.09,First genre,Comedy
Meet the Blacks,2016,9.09,Second genre, Horror            
Meet the Blacks,2016,9.09,Last genre,
Apollo 11,2019,9.04,First genre,Documentary
Apollo 11,2019,9.04,Second genre, History            
Apollo 11,2019,9.04,Last genre,
Salmon Fishing in the Yemen,2011,9.03,First genre,Comedy
Salmon Fishing in the Yemen,2011,9.03,Second genre, Drama
Salmon Fishing in the Yemen,2011,9.03,Last genre,Romance
Battle of the Year,2013,8.89,First genre,Drama
Battle of the Year,2013,8.89,Second genre, Music            
Battle of the Year,2013,8.89,Last genre,
Movie 43,2013,8.83,First genre,Comedy
Movie 43,2013,8.83,Second genre,
Movie 43,2013,8.83,Last genre,
Queen of Katwe,2016,8.81,First genre,Biography
Queen of Katwe,2016,8.81,Second genre, Drama
Queen of Katwe,2016,8.81,Last genre,Sport
Can You Ever Forgive Me?,2018,8.8,First genre,Biography
Can You Ever Forgive Me?,2018,8.8,Second genre, Comedy
Can You Ever Forgive Me?,2018,8.8,Last genre,Crime
Unfriended: Dark Web,2018,8.78,First genre,Horror
Unfriended: Dark Web,2018,8.78,Second genre, Mystery
Unfriended: Dark Web,2018,8.78,Last genre,Thriller
The Lobster,2015,8.7,First genre,Comedy
The Lobster,2015,8.7,Second genre, Drama
The Lobster,2015,8.7,Last genre,Romance
The Lost City of Z,2016,8.58,First genre,Biography
The Lost City of Z,2016,8.58,Second genre, Drama
The Lost City of Z,2016,8.58,Last genre,History
Ratchet & Clank,2016,8.55,First genre,Animation
Ratchet & Clank,2016,8.55,Second genre, Action
Ratchet & Clank,2016,8.55,Last genre,Adventure
Serenity,2019,8.55,First genre,Drama
Serenity,2019,8.55,Second genre, Mystery
Serenity,2019,8.55,Last genre,Thriller
The Quiet Ones,2014,8.5,First genre,Horror
The Quiet Ones,2014,8.5,Second genre, Mystery
The Quiet Ones,2014,8.5,Last genre,Thriller
Legends of Oz: Dorothy's Return,2013,8.46,First genre,Animation
Legends of Oz: Dorothy's Return,2013,8.46,Second genre, Adventure
Legends of Oz: Dorothy's Return,2013,8.46,Last genre,Family
MacGruber,2010,8.46,First genre,Action
MacGruber,2010,8.46,Second genre, Comedy
MacGruber,2010,8.46,Last genre,Romance
Amy,2015,8.41,First genre,Documentary
Amy,2015,8.41,Second genre, Biography
Amy,2015,8.41,Last genre,Music
Mandela: Long Walk to Freedom,2013,8.32,First genre,Biography
Mandela: Long Walk to Freedom,2013,8.32,Second genre, Drama
Mandela: Long Walk to Freedom,2013,8.32,Last genre,History
Johnny English Reborn,2011,8.31,First genre,Action
Johnny English Reborn,2011,8.31,Second genre, Adventure
Johnny English Reborn,2011,8.31,Last genre,Comedy
Early Man,2018,8.27,First genre,Animation
Early Man,2018,8.27,Second genre, Adventure
Early Man,2018,8.27,Last genre,Comedy
A Cure for Wellness,2016,8.11,First genre,Drama
A Cure for Wellness,2016,8.11,Second genre, Fantasy
A Cure for Wellness,2016,8.11,Last genre,Horror
Before Midnight,2013,8.11,First genre,Drama
Before Midnight,2013,8.11,Second genre, Romance            
Before Midnight,2013,8.11,Last genre,
Inherent Vice,2014,8.11,First genre,Comedy
Inherent Vice,2014,8.11,Second genre, Crime
Inherent Vice,2014,8.11,Last genre,Drama
The Farewell,2019,8.1,First genre,Comedy
The Farewell,2019,8.1,Second genre, Drama            
The Farewell,2019,8.1,Last genre,
The Death of Stalin,2017,8.04,First genre,Comedy
The Death of Stalin,2017,8.04,Second genre, Drama
The Death of Stalin,2017,8.04,Last genre,History
Dhoom:3,2013,8.03,First genre,Action
Dhoom:3,2013,8.03,Second genre, Thriller            
Dhoom:3,2013,8.03,Last genre,
Machete Kills,2013,8.01,First genre,Action
Machete Kills,2013,8.01,Second genre, Crime
Machete Kills,2013,8.01,Last genre,Sci-Fi
Robinson Crusoe,2016,7.97,First genre,Animation
Robinson Crusoe,2016,7.97,Second genre, Adventure
Robinson Crusoe,2016,7.97,Last genre,Comedy
Arbitrage,2012,7.92,First genre,Drama
Arbitrage,2012,7.92,Second genre, Thriller            
Arbitrage,2012,7.92,Last genre,
Trumbo,2015,7.86,First genre,Biography
Trumbo,2015,7.86,Second genre, Drama            
Trumbo,2015,7.86,Last genre,
The Space Between Us,2017,7.83,First genre,Adventure
The Space Between Us,2017,7.83,Second genre, Drama
The Space Between Us,2017,7.83,Last genre,Romance
Vampire Academy,2014,7.79,First genre,Action
Vampire Academy,2014,7.79,Second genre, Comedy
Vampire Academy,2014,7.79,Last genre,Drama
Bad Words,2013,7.76,First genre,Comedy
Bad Words,2013,7.76,Second genre, Drama            
Bad Words,2013,7.76,Last genre,
Anna,2019,7.74,First genre,Action
Anna,2019,7.74,Second genre, Thriller            
Anna,2019,7.74,Last genre,
Unsane,2018,7.73,First genre,Drama
Unsane,2018,7.73,Second genre, Horror
Unsane,2018,7.73,Last genre,Mystery
Loving,2016,7.7,First genre,Biography
Loving,2016,7.7,Second genre, Drama
Loving,2016,7.7,Last genre,Romance
Elle s'appelait Sarah,2010,7.69,First genre,Drama
Elle s'appelait Sarah,2010,7.69,Second genre, War            
Elle s'appelait Sarah,2010,7.69,Last genre,
Beautiful Boy,2018,7.65,First genre,Biography
Beautiful Boy,2018,7.65,Second genre, Drama            
Beautiful Boy,2018,7.65,Last genre,
Mortdecai,2015,7.61,First genre,Action
Mortdecai,2015,7.61,Second genre, Comedy
Mortdecai,2015,7.61,Last genre,Crime
Promised Land,2012,7.6,First genre,Drama
Promised Land,2012,7.6,Second genre,
Promised Land,2012,7.6,Last genre,
While We're Young,2014,7.57,First genre,Comedy
While We're Young,2014,7.57,Second genre, Drama
While We're Young,2014,7.57,Last genre,Mystery
Barney's Version,2010,7.5,First genre,Comedy
Barney's Version,2010,7.5,Second genre, Drama            
Barney's Version,2010,7.5,Last genre,
Cyrus,2010,7.46,First genre,Comedy
Cyrus,2010,7.46,Second genre, Drama
Cyrus,2010,7.46,Last genre,Romance
Disconnect,2012,7.44,First genre,Drama
Disconnect,2012,7.44,Second genre, Thriller            
Disconnect,2012,7.44,Last genre,
I'll See You in My Dreams,2015,7.43,First genre,Comedy
I'll See You in My Dreams,2015,7.43,Second genre, Drama
I'll See You in My Dreams,2015,7.43,Last genre,Romance
Paranoia,2013,7.38,First genre,Drama
Paranoia,2013,7.38,Second genre, Thriller            
Paranoia,2013,7.38,Last genre,
Mid90s,2018,7.36,First genre,Comedy
Mid90s,2018,7.36,Second genre, Drama            
Mid90s,2018,7.36,Last genre,
Bébé(s),2010,7.29,First genre,Documentary
Bébé(s),2010,7.29,Second genre,
Bébé(s),2010,7.29,Last genre,
Friends with Kids,2011,7.25,First genre,Comedy
Friends with Kids,2011,7.25,Second genre, Drama
Friends with Kids,2011,7.25,Last genre,Romance
Gold,2016,7.22,First genre,Crime
Gold,2016,7.22,Second genre, Drama            
Gold,2016,7.22,Last genre,
The Big Year,2011,7.2,First genre,Comedy
The Big Year,2011,7.2,Second genre,
The Big Year,2011,7.2,Last genre,
The Green Inferno,2013,7.19,First genre,Adventure
The Green Inferno,2013,7.19,Second genre, Horror            
The Green Inferno,2013,7.19,Last genre,
Beatriz at Dinner,2017,7.12,First genre,Comedy
Beatriz at Dinner,2017,7.12,Second genre, Drama            
Beatriz at Dinner,2017,7.12,Last genre,
I Am Not Your Negro,2016,7.12,First genre,Documentary
I Am Not Your Negro,2016,7.12,Second genre,
I Am Not Your Negro,2016,7.12,Last genre,
Jodaeiye Nader az Simin,2011,7.1,First genre,Drama
Jodaeiye Nader az Simin,2011,7.1,Second genre, Thriller            
Jodaeiye Nader az Simin,2011,7.1,Last genre,
Blackhat,2015,7.1,First genre,Action
Blackhat,2015,7.1,Second genre, Crime
Blackhat,2015,7.1,Last genre,Thriller
Silence,2016,7.08,First genre,Drama
Silence,2016,7.08,Second genre, History            
Silence,2016,7.08,Last genre,
Our Brand Is Crisis,2015,7.0,First genre,Comedy
Our Brand Is Crisis,2015,7.0,Second genre, Drama            
Our Brand Is Crisis,2015,7.0,Last genre,
Grandma,2015,6.98,First genre,Comedy
Grandma,2015,6.98,Second genre, Drama            
Grandma,2015,6.98,Last genre,
Take Me Home Tonight,2011,6.92,First genre,Comedy
Take Me Home Tonight,2011,6.92,Second genre, Drama
Take Me Home Tonight,2011,6.92,Last genre,Romance
Birth of the Dragon,2016,6.9,First genre,Action
Birth of the Dragon,2016,6.9,Second genre, Biography
Birth of the Dragon,2016,6.9,Last genre,Drama
Shut In,2016,6.88,First genre,Drama
Shut In,2016,6.88,Second genre, Mystery
